neuron_name,neuron_id,neurite_surface_nmo,neurite_volume_nmo,pk_classic_nmo,bif_ampl_local_nmo,fractal_dim_nmo,soma_surface_nmo,n_stems_nmo,n_bifs_nmo,n_branch_nmo,width_nmo,height_nmo,depth_nmo,diameter_nmo,euc_distance_nmo,path_distance_nmo,branch_order_nmo,contraction_nmo,fragmentation_nmo,partition_asymmetry_nmo,bif_ampl_remote_nmo,neurite_length_nmo
1-10-10,3472,8050.11,3556.23,1.86,66.02,1.05,1340.03,4.0,19.0,42.0,192.52,250.45,92.02,1.34,196.37,243.35,5.0,0.86,209.0,0.39,64.22,1755.99
1-10-1,3471,15104.8,5519.43,1.7,72.69,1.06,985.698,6.0,31.0,68.0,250.15,322.55,114.2,1.28,233.6,290.76,6.0,0.86,549.0,0.42,65.18,3689.16
1-10-2,3473,4704.57,1981.7,2.0,68.48,1.03,936.219,5.0,18.0,41.0,186.73,297.17,94.61,0.75,223.91,232.03,4.0,0.9,202.0,0.47,59.51,1587.64
1-10-3,3474,3856.53,2340.84,2.0,72.57,1.04,1272.52,3.0,12.0,27.0,197.74,220.06,114.12,0.78,190.21,221.41,5.0,0.91,141.0,0.39,64.64,1317.47
1-10-4,3475,16370.7,6030.06,1.84,60.96,1.06,1162.58,5.0,27.0,59.0,290.53,360.85,115.1,1.26,274.31,362.24,7.0,0.88,508.0,0.45,59.47,3958.08
1-10-5,3476,16381.1,6795.19,1.7,64.72,1.05,1142.68,5.0,26.0,57.0,210.08,406.04,102.83,1.36,231.26,322.04,7.0,0.88,511.0,0.49,54.84,3682.49
1-10-6,3477,16760.3,6987.95,1.72,79.13,1.06,1202.38,5.0,27.0,59.0,327.06,385.0,107.69,1.34,263.22,324.22,6.0,0.88,425.0,0.53,60.5,3807.15
1-10-7,3478,15303.4,6521.11,1.72,66.44,1.05,1811.97,5.0,25.0,55.0,369.77,291.09,127.26,1.36,231.44,294.34,5.0,0.87,414.0,0.5,53.82,3428.02
1-10-9,3480,18180.09,7779.67,1.75,68.83,1.04,1732.88,6.0,31.0,68.0,300.96,387.48,107.43,1.32,253.45,334.51,6.0,0.89,452.0,0.4,60.36,4154.51
1-11-10,3482,9639.0,5001.1,1.76,73.54,1.05,1218.64,7.0,19.0,45.0,226.55,287.46,88.44,1.43,226.1,258.17,4.0,0.83,268.0,0.3,44.59,1978.93
1-11-1,3481,8787.2,3548.43,2.0,47.15,1.03,1814.54,7.0,24.0,55.0,304.84,368.55,123.08,0.71,310.1,344.57,5.0,0.89,375.0,0.52,50.69,3607.14
1-11-2,3483,8291.65,2759.86,2.0,57.28,1.03,1665.66,5.0,29.0,63.0,235.4,262.93,102.3,0.79,292.84,333.32,6.0,0.88,423.0,0.41,58.58,3222.46
1-11-3,3484,23059.1,14177.6,1.49,73.05,1.05,1723.59,7.0,32.0,71.0,248.1,400.2,124.62,1.74,256.82,299.91,5.0,0.87,477.0,0.39,62.84,3877.67
1-11-4,3485,8763.02,5682.24,1.5,78.15,1.04,1857.83,5.0,16.0,37.0,177.16,200.06,93.57,1.53,176.54,220.38,5.0,0.89,234.0,0.5,73.99,1563.6
1-11-6,3487,17059.8,8396.39,1.58,62.71,1.06,1543.42,5.0,24.0,53.0,323.48,390.76,94.56,1.38,249.77,349.33,6.0,0.83,400.0,0.47,55.85,3596.62
1-11-7,3488,14687.9,7509.92,1.69,66.49,1.04,2183.93,4.0,21.0,46.0,372.92,295.99,101.37,1.38,284.01,425.15,5.0,0.86,371.0,0.37,55.6,3088.56
1-11-9,3490,12733.5,5642.67,1.77,68.62,1.05,1404.51,5.0,26.0,57.0,287.8,296.17,103.53,1.32,265.53,367.29,6.0,0.87,332.0,0.51,67.35,2847.17
1-12-10,3492,12329.3,4230.04,1.47,71.57,1.03,1481.53,6.0,34.0,74.0,266.54,444.58,119.12,0.73,276.26,319.32,6.0,0.89,534.0,0.36,52.25,5070.3
1-12-1,3491,10944.3,4272.59,1.06,83.05,1.04,1226.06,6.0,26.0,58.0,229.14,360.48,98.18,0.91,238.22,303.27,5.0,0.87,463.0,0.43,72.51,3866.62
1-12-2,3493,11271.2,4948.79,1.31,68.01,1.03,1143.72,5.0,31.0,67.0,219.45,389.0,101.15,0.92,245.56,306.97,5.0,0.9,449.0,0.38,55.05,3836.79
1-12-3,3494,10374.4,3743.36,1.31,67.11,1.02,1144.0,5.0,28.0,61.0,229.21,320.67,116.22,0.79,241.77,290.35,5.0,0.89,435.0,0.36,59.32,4084.41
1-12-4,3495,12092.5,4650.6,1.38,77.53,1.03,1467.78,6.0,34.0,74.0,278.88,371.61,113.49,0.8,305.18,448.02,5.0,0.88,523.0,0.44,62.5,4718.07
1-12-5,3496,16634.5,7402.51,1.24,75.91,1.03,2064.67,5.0,40.0,85.0,330.29,483.53,101.54,0.81,300.61,476.55,7.0,0.88,683.0,0.42,58.02,6154.63
1-12-6,3497,10000.29,3588.63,1.48,69.64,1.02,1506.46,6.0,34.0,74.0,168.85,384.38,120.23,0.78,253.21,276.23,5.0,0.92,473.0,0.33,59.97,3916.82
1-12-7,3498,10421.29,4697.58,1.22,62.79,1.02,1297.55,6.0,26.0,58.0,285.22,306.1,108.61,0.85,223.01,288.27,4.0,0.92,413.0,0.43,58.24,3662.79
96-2-10,5293,12915.6,5802.45,1.6,74.03,1.0223,1214.97,7.0,29.0,65.0,318.89,487.13,253.91,0.56,357.02,537.41,5.0,0.91,422.0,0.43,73.96,6433.28
96-2-1,5292,11399.0,2720.83,1.72,73.7,1.06,1096.35,7.0,23.0,53.0,315.67,411.32,312.45,0.47,328.72,842.37,5.0,0.77,640.0,0.5,54.29,7387.21
96-2-2,5294,6438.53,1945.23,1.76,62.45,1.04,1128.27,4.0,16.0,36.0,269.47,435.02,183.69,0.47,319.22,520.63,4.0,0.77,491.0,0.36,54.22,3884.3
96-2-3,5295,5782.62,1066.68,1.70356,87.0771,1.05769,608.314,4.0,21.0,46.0,181.39,233.65,214.35,0.475738,194.213,444.17,5.0,0.804955,413.0,0.43424,75.3366,3935.65
96-2-4,5296,10658.9,6155.1,1.75,67.06,1.02,1538.97,5.0,24.0,53.0,274.32,563.95,222.89,0.59,372.47,527.1,5.0,0.91,309.0,0.35,57.85,4891.8
96-2-5,5297,10597.7,4766.46,1.69,68.51,1.02266,1240.09,5.0,28.0,61.0,331.72,462.46,297.45,0.51,374.04,458.57,6.0,0.92,408.0,0.45,68.88,5820.93
96-2-6,5298,9683.67,5125.02,1.43,72.03,1.01806,1434.83,6.0,17.0,40.0,459.72,328.06,230.94,0.6,366.61,559.15,4.0,0.92,336.0,0.5,51.6,4785.88
96-2-7,5299,13825.9,6536.43,1.59,66.48,1.01878,892.604,7.0,31.0,69.0,340.73,413.0,272.62,0.59,327.95,470.09,5.0,0.9,493.0,0.39,57.3,6795.6
1-10-8,3479,11606.4,5110.0,1.55,90.35,1.04,1147.99,5.0,13.0,31.0,361.35,368.88,121.04,1.38,232.39,290.72,3.0,0.87,254.0,0.43,72.78,2542.55
1-11-8,3489,21038.0,9607.9,1.71,71.39,1.04,2183.93,6.0,34.0,74.0,342.57,389.27,107.67,1.33,284.01,425.15,6.0,0.86,555.0,0.45,55.83,4682.09
1-2-6,3517,14794.3,6520.35,1.37,70.31,1.03,1474.71,7.0,33.0,73.0,211.01,424.21,96.04,0.86,280.1,392.3,7.0,0.87,771.0,0.54,57.25,5100.64
1-5-5,3526,8952.7,3476.03,1.37,77.21,1.05,986.076,6.0,25.0,56.0,221.25,346.14,87.55,0.88,210.23,256.7,4.0,0.86,569.0,0.36,55.46,2902.13
1-9-2,3553,15242.4,7076.27,1.24,74.47,1.04,1346.66,6.0,33.0,72.0,233.84,393.87,120.71,1.07,229.91,297.02,5.0,0.88,638.0,0.43,55.79,4388.0
10-1A-1,3561,13753.2,4636.39,1.63,58.52,1.04,1080.72,8.0,21.0,50.0,268.78,517.78,145.62,0.9,333.83,433.91,5.0,0.89,414.0,0.34,53.7,4639.78
10-2-9,3580,8973.45,2434.42,1.58,52.19,1.03,668.488,5.0,24.0,53.0,239.65,425.5,101.02,0.71,250.89,299.52,5.0,0.9,333.0,0.38,51.54,4008.21
10-4-6A,3597,7751.24,2513.48,1.89,65.66,1.03,3485.61,5.0,16.0,37.0,256.02,461.2,103.59,0.72,312.76,382.74,4.0,0.89,218.0,0.29,51.06,3255.9
10-6A-3,3615,17720.59,6525.75,1.51,77.62,1.05,1397.18,8.0,29.0,66.0,312.24,484.53,135.38,0.98,324.17,375.94,4.0,0.85,592.0,0.34,59.07,5340.85
10-8B-1,3631,13301.4,5303.08,1.4,58.71,1.05,1786.77,7.0,25.0,57.0,263.44,359.29,81.84,1.02,254.29,319.08,5.0,0.89,407.0,0.42,49.6,3806.55
10-9-10,3642,11657.1,4724.35,1.16,72.34,1.04,965.889,5.0,31.0,67.0,331.73,259.76,105.93,0.95,258.34,309.87,5.0,0.88,498.0,0.3,55.97,4030.83
11-1-9,3660,14112.9,7682.16,1.11,58.95,1.04,4111.41,5.0,23.0,51.0,360.99,360.54,106.95,1.09,305.92,419.17,4.0,0.85,265.0,0.44,54.67,4415.08
11-2-9,3670,10542.8,3231.68,1.95,55.66,1.04,1428.79,6.0,42.0,90.0,312.17,337.39,114.35,0.68,277.23,333.36,6.0,0.9,432.0,0.49,50.72,4601.75
11-4-9,3690,6794.5,3237.36,1.54,50.82,1.01718,2062.72,4.0,10.0,24.0,255.82,516.38,74.86,0.79,325.05,373.06,3.0,0.92,183.0,0.36,39.15,2557.58
11-7-4,3715,8477.65,3197.05,1.12,71.47,1.05,966.177,5.0,17.0,39.0,255.2,288.82,118.31,0.79,277.11,335.09,4.0,0.84,505.0,0.28,58.26,3146.3
11-8-3,3724,9826.72,4938.04,1.38677,59.1304,1.03408,2487.42,5.0,21.0,47.0,264.642,247.106,93.72,0.899773,269.02,309.734,5.0,0.890378,308.0,0.293651,53.7503,3225.21
121-1-10,4716,9095.33,3231.69,1.64,59.07,1.01504,1431.61,8.0,26.0,60.0,227.94,424.36,104.81,0.52,309.32,358.82,4.0,0.94,604.0,0.37,51.56,4882.05
121-2-1,4725,6110.5,2714.13,1.28,50.85,1.02,962.662,9.0,14.0,37.0,204.09,377.36,89.28,0.71,306.38,341.72,4.0,0.9,285.0,0.38,58.66,2740.89
121-3-7,4742,8082.8,2975.26,1.58,64.04,1.02,1610.0,7.0,30.0,67.0,271.57,439.07,104.89,0.5,315.02,356.55,5.0,0.9,556.0,0.34,54.44,4485.74
96-2-9,5301,16410.0,8772.37,1.67,59.84,1.01954,1481.8,8.0,41.0,90.0,309.38,427.42,282.39,0.54,327.68,466.49,5.0,0.92,569.0,0.36,54.73,7917.84
96-3-10,5303,6270.82,1513.44,1.93,65.36,1.04,1196.06,9.0,24.0,57.0,126.37,337.73,243.91,0.47,258.73,346.22,4.0,0.8,670.0,0.27,51.69,4248.45
96-3-1,5302,6172.11,1706.07,1.66124,89.7216,1.04083,1327.15,5.0,16.0,37.0,240.55,330.05,232.53,0.496255,290.288,416.819,4.0,0.8132,518.0,0.454167,73.9048,3984.0
96-3-2,5304,13507.8,3023.43,1.87005,66.3944,1.05971,1147.76,9.0,28.0,65.0,384.109,400.94,237.45,0.553946,441.391,635.25,6.0,0.745995,882.0,0.464286,60.8388,7621.99
96-3-3,5305,10148.4,2487.01,1.78972,87.3715,1.0545,1316.15,7.0,28.0,63.0,293.18,433.54,254.9,0.493735,314.86,498.377,5.0,0.812422,688.0,0.338492,67.1733,6352.95
96-3-4,5306,13385.7,3213.31,1.66583,71.4368,1.07574,1730.39,7.0,29.0,65.0,364.415,494.055,234.42,0.471734,373.113,667.05,4.0,0.758042,1171.0,0.349808,66.7168,9075.66
96-3-5,5307,9381.44,2166.4,1.75783,76.8368,1.04616,1279.95,8.0,25.0,58.0,186.439,491.22,214.0,0.474606,330.107,543.004,5.0,0.79476,775.0,0.421333,67.9554,6293.45
96-3-6,5308,6740.82,1595.7,1.64,73.0,1.04,969.174,6.0,14.0,34.0,161.25,363.99,228.76,0.59,254.85,398.42,4.0,0.79,469.0,0.41,60.67,3654.04
96-3-7,5309,8662.81,2423.56,1.85,72.29,1.06,1082.66,11.0,21.0,53.0,183.87,366.72,242.39,0.5,273.37,462.45,5.0,0.73,580.0,0.42,64.77,5320.79
96-3-8,5310,7355.02,1418.5,1.84415,74.8203,1.05574,1281.34,5.0,22.0,49.0,217.924,302.34,228.38,0.457659,289.982,546.359,5.0,0.7744,816.0,0.290909,71.8212,5013.23
96-3-9,5311,3822.63,965.77,1.72,60.19,1.04,733.878,7.0,11.0,29.0,194.24,323.3,198.45,0.48,202.18,368.77,3.0,0.78,394.0,0.3,75.14,2457.04
A-2-87-3-1C,52856,1278.28,273.958,2.0,59.6228,1.0262,744.789,6.0,18.0,42.0,194.08,225.279,69.63,0.180257,203.629,242.691,4.0,0.88725,311.0,0.311111,50.678,2189.46
A-2-87-3-6C,52857,751.85,28.1944,2.0,77.59,1.03354,943.367,4.0,7.0,18.0,150.803,401.85,78.01,0.15,239.394,312.221,4.0,0.858663,234.0,0.571429,77.1861,1595.48
95-3-1,5272,6032.29,1776.65,1.64,72.06,1.01079,719.953,6.0,25.0,56.0,265.13,257.13,121.93,0.57,243.99,348.49,6.0,0.95,185.0,0.5,68.91,3447.78
95-3-2,5274,8587.52,2560.94,1.69,75.84,1.02,828.087,6.0,30.0,66.0,340.77,263.2,173.78,0.55,283.6,501.22,5.0,0.9,254.0,0.32,67.06,5141.59
95-3-3,5275,7371.84,2728.01,1.89,80.55,1.01172,1393.77,4.0,21.0,46.0,373.49,238.57,198.76,0.59,287.31,375.62,5.0,0.9,206.0,0.45,61.96,4023.55
95-3-4,5276,9462.9,3056.19,1.79,67.44,1.0194,1193.79,5.0,37.0,79.0,245.88,414.14,186.88,0.56,339.59,457.0,6.0,0.91,299.0,0.34,68.45,5807.75
95-3-5,5277,8946.74,3727.44,1.66,79.01,1.02,1593.26,6.0,28.0,62.0,222.46,420.68,152.76,0.59,255.33,394.98,5.0,0.91,259.0,0.36,69.8,4729.03
95-3-6,5278,10956.2,4495.67,1.58,59.28,1.02,1444.65,7.0,27.0,61.0,330.72,481.88,250.54,0.6,318.51,458.36,5.0,0.89,333.0,0.43,64.42,6058.82
95-3-7,5279,8456.54,4181.89,1.4,65.33,1.02,1218.47,7.0,19.0,45.0,258.07,491.19,244.22,0.66,301.56,386.45,4.0,0.9,252.0,0.43,60.63,4039.77
95-3-8,5280,11805.8,4308.88,1.56,61.34,1.02194,1121.6,8.0,29.0,66.0,339.29,430.8,290.22,0.53,326.2,367.94,6.0,0.92,423.0,0.38,58.2,6567.71
95-3-9,5281,9799.9,5273.48,1.67,69.65,1.01698,1044.66,6.0,29.0,64.0,293.25,403.95,166.14,0.58,289.57,383.34,5.0,0.93,336.0,0.4,60.86,5276.51
95-1-3,5255,5576.83,2165.53,1.66,90.84,1.02,730.128,4.0,17.0,38.0,295.39,275.22,202.29,0.6,220.4,362.86,4.0,0.89,152.0,0.42,82.45,3031.63
95-1-4,5256,7529.29,2881.36,1.65,63.21,1.02,1148.17,5.0,19.0,43.0,274.99,372.55,187.7,0.65,282.22,471.13,5.0,0.89,206.0,0.39,64.59,3955.82
95-1-5,5257,9075.66,3667.39,1.65,76.4,1.02,1092.06,6.0,27.0,60.0,377.47,237.42,179.3,0.57,311.05,455.26,5.0,0.92,254.0,0.32,63.42,4839.88
95-1-6,5258,4627.43,1696.4,1.87,74.61,1.01255,467.341,4.0,16.0,36.0,225.86,359.35,193.67,0.62,254.97,308.09,4.0,0.93,154.0,0.22,81.21,2581.77
95-1-7,5259,10386.2,5903.09,1.81,79.98,1.02,892.371,4.0,31.0,66.0,322.29,355.81,217.66,0.57,282.39,462.97,6.0,0.92,317.0,0.37,69.77,5494.31
95-1-8,5260,8216.34,3161.8,1.63,59.41,1.01785,1292.58,5.0,21.0,47.0,360.05,395.74,254.21,0.58,347.31,393.48,5.0,0.93,238.0,0.28,65.42,4602.68
95-1-9,5261,9794.95,6222.74,1.66,78.69,1.01637,1620.97,5.0,23.0,51.0,246.65,435.36,195.52,0.67,311.59,422.78,5.0,0.92,268.0,0.37,58.14,4396.35
95-2-10,5263,7809.34,3642.37,1.82,78.28,1.02,850.226,4.0,23.0,50.0,218.62,277.87,204.64,0.54,291.64,445.1,6.0,0.91,297.0,0.52,66.53,4079.39
95-2-1,5262,4582.83,1585.3,1.65,76.05,1.01947,1329.8,4.0,16.0,36.0,207.56,341.96,165.5,0.56,224.64,363.56,4.0,0.9,147.0,0.49,85.48,2570.01
95-2-2,5264,8597.62,2403.42,1.73,65.59,1.03,972.863,5.0,31.0,67.0,291.8,354.36,245.51,0.51,261.66,383.22,6.0,0.89,293.0,0.34,73.89,5318.33
95-2-3,5265,7914.93,2983.52,1.69,65.79,1.02,1073.21,5.0,24.0,53.0,235.8,434.35,267.95,0.59,313.59,497.01,5.0,0.91,246.0,0.38,58.2,4372.89
95-2-4,5266,7133.14,3140.81,1.55,55.6,1.01556,714.788,6.0,21.0,48.0,296.88,399.22,204.21,0.68,267.11,347.55,4.0,0.92,187.0,0.27,54.23,3415.25
95-2-5,5267,6934.54,3063.9,1.5,77.12,1.02,1114.01,5.0,15.0,35.0,254.92,397.94,227.0,0.62,279.17,405.55,5.0,0.9,191.0,0.4,72.2,3415.81
95-2-6,5268,5637.98,1901.8,1.7,78.69,1.03,762.804,4.0,19.0,42.0,273.38,357.49,260.86,0.6,221.97,388.28,6.0,0.91,154.0,0.51,71.47,3186.89
95-2-7,5269,7763.93,3727.24,1.61,69.47,1.02172,562.993,5.0,20.0,45.0,292.47,325.97,208.47,0.64,221.93,370.08,5.0,0.91,204.0,0.61,63.3,3635.1
95-2-8,5270,8091.17,4217.96,1.48,66.02,1.01785,1176.1,7.0,22.0,51.0,229.29,272.13,198.91,0.71,220.98,295.43,4.0,0.9,218.0,0.49,71.99,3478.49
95-2-9,5271,6339.7,2718.45,1.44,58.17,1.03,745.612,4.0,12.0,28.0,337.35,227.39,149.02,0.63,252.69,331.17,4.0,0.9,198.0,0.43,56.49,3138.94
94-2a-5,5237,11692.2,5463.83,1.58,69.21,1.01631,927.886,8.0,27.0,62.0,279.68,391.56,272.07,0.67,261.16,363.84,5.0,0.93,281.0,0.35,58.5,5366.12
94-2a-6,5238,11040.9,5731.4,1.6,74.68,1.02,1219.98,7.0,27.0,61.0,274.88,568.97,277.97,0.61,397.73,481.03,5.0,0.9,296.0,0.3,61.25,5617.3
94-2a-7,5239,6794.32,5193.62,1.53,63.93,1.02,954.902,5.0,16.0,37.0,237.99,337.5,217.87,0.87,236.91,336.65,4.0,0.95,124.0,0.4,61.1,2284.16
94-2a-8,5240,5663.61,2533.46,1.71,70.1,1.02,1054.85,4.0,20.0,44.0,219.86,331.71,170.91,0.64,223.97,465.15,5.0,0.92,162.0,0.4,74.5,2975.89
94-2a-9,5241,7015.83,2657.4,1.2,56.51,1.02,561.103,8.0,16.0,40.0,269.97,383.63,174.29,0.7,269.66,346.36,3.0,0.9,173.0,0.33,48.07,3190.81
94-3-1,5242,8714.85,2554.96,1.63,65.05,1.06,687.54,6.0,26.0,58.0,283.56,273.73,254.12,0.51,242.83,397.76,4.0,0.84,505.0,0.34,61.24,5356.01
94-3-2,5243,10296.5,2847.05,1.76,56.07,1.04,1091.07,6.0,31.0,68.0,328.84,449.21,269.29,0.5,315.67,528.15,5.0,0.84,514.0,0.4,66.87,6373.25
94-3-3,5244,12466.5,5234.32,1.65,68.63,1.04,959.662,7.0,31.0,69.0,383.4,489.84,259.06,0.51,323.32,469.54,6.0,0.84,609.0,0.42,77.86,6682.45
1-9-3,3554,19657.09,9541.96,1.29,67.97,1.03,1305.61,6.0,33.0,72.0,347.57,441.41,126.84,1.11,290.42,432.37,7.0,0.86,697.0,0.59,66.54,5529.36
1-9-4,3555,13517.3,8849.86,1.11,72.01,1.03,1315.75,6.0,20.0,46.0,262.24,367.72,114.65,1.2,258.4,291.45,4.0,0.87,422.0,0.41,57.31,3415.76
1-9-5,3556,13133.2,6237.94,1.16,71.17,1.03,1164.87,5.0,29.0,63.0,177.52,420.67,132.09,1.07,315.98,362.61,5.0,0.88,537.0,0.29,60.01,3851.21
1-9-6,3557,15222.6,6592.5,1.15,69.82,1.04,1264.82,6.0,38.0,82.0,217.43,427.63,98.08,0.98,320.17,399.91,5.0,0.84,613.0,0.46,57.67,4901.0
1-9-7,3558,11719.0,5549.44,1.02,75.03,1.05,1319.48,6.0,27.0,60.0,236.24,367.47,101.72,0.93,250.63,287.06,4.0,0.85,546.0,0.37,66.35,3877.39
1-9-8,3559,11358.3,6134.05,1.03,65.79,1.04,1309.71,4.0,22.0,48.0,269.53,458.41,107.46,0.95,304.19,335.27,5.0,0.87,471.0,0.36,53.52,3775.04
1-9-9,3560,14406.7,6891.2,1.16,80.73,1.05,1513.9,6.0,36.0,78.0,232.49,447.26,109.96,0.92,299.86,358.63,5.0,0.84,641.0,0.37,64.49,4807.99
10-1A-10,3562,9012.87,3593.53,1.07,54.67,1.03,1092.38,6.0,14.0,34.0,250.01,318.61,119.87,1.02,191.45,302.99,4.0,0.91,238.0,0.39,55.64,2621.1
121-1-1,4715,7623.48,2704.04,1.68,61.22,1.01677,1223.87,5.0,23.0,51.0,337.31,475.62,113.74,0.52,316.07,339.52,4.0,0.92,435.0,0.32,59.36,4296.09
121-1-2,4717,7227.01,2661.74,1.64,61.62,1.02,1220.16,8.0,29.0,66.0,194.22,420.3,103.33,0.57,257.85,297.66,4.0,0.91,406.0,0.42,52.41,3719.65
121-1-3,4718,5885.02,3139.14,1.68,64.62,1.01634,1089.33,5.0,18.0,41.0,257.65,416.4,101.66,0.58,308.88,332.72,4.0,0.92,306.0,0.38,53.77,2845.03
121-1-4,4719,6770.14,1719.31,1.69,60.0,1.02,1639.87,7.0,31.0,69.0,342.73,435.29,102.92,0.51,275.87,295.78,6.0,0.89,471.0,0.43,55.34,4181.72
121-1-5,4720,8426.11,2385.6,1.47,62.8,1.02,1122.73,7.0,25.0,57.0,325.33,419.06,97.07,0.6,303.85,351.09,5.0,0.9,470.0,0.31,56.95,4274.74
121-1-6,4721,7194.9,2142.28,1.55,69.25,1.02,960.343,7.0,18.0,43.0,279.73,400.04,112.04,0.59,291.23,338.75,3.0,0.91,418.0,0.2,53.88,3720.85
121-1-7,4722,7566.4,2058.12,1.6,62.62,1.01701,1192.77,7.0,23.0,53.0,397.65,357.7,121.28,0.49,323.22,363.08,4.0,0.92,534.0,0.24,53.48,4508.6
121-1-8,4723,9572.73,3520.91,1.57,70.25,1.02,1477.71,8.0,30.0,68.0,307.92,453.81,109.76,0.52,279.51,320.11,4.0,0.91,638.0,0.41,58.34,5161.58
121-1-9,4724,4087.64,1315.85,1.63,67.65,1.01738,978.455,4.0,15.0,34.0,195.13,413.57,87.38,0.52,271.34,315.95,4.0,0.91,292.0,0.23,60.49,2315.67
121-2-10,4726,7423.5,2470.53,1.6,54.86,1.02,1205.21,6.0,19.0,44.0,286.17,406.11,102.71,0.51,276.15,337.59,5.0,0.9,470.0,0.51,55.6,4125.78
93-3-8,5220,8996.46,4605.1,1.62,75.89,1.03,1137.29,5.0,20.0,45.0,291.31,466.02,236.59,0.56,303.32,463.38,5.0,0.87,532.0,0.35,67.99,4269.96
93-3-9,5221,8738.43,4546.2,1.55,82.81,1.01868,1555.98,6.0,21.0,48.0,492.67,462.67,233.05,0.66,448.18,526.13,5.0,0.89,439.0,0.34,64.22,3412.84
94-1a-10,5223,9440.61,4119.29,1.53,85.53,1.02,1213.66,6.0,23.0,52.0,312.2,356.04,242.46,0.6,311.34,393.27,4.0,0.91,278.0,0.41,72.64,4859.18
94-1a-1,5222,11760.9,6952.26,1.51,68.0,1.03,1143.0,6.0,22.0,50.0,251.15,401.79,248.83,0.67,290.91,505.29,4.0,0.86,366.0,0.29,68.89,4909.75
94-1a-2,5224,8504.29,4378.39,1.49,61.89,1.04,920.288,6.0,19.0,44.0,312.15,306.64,265.68,0.73,233.06,323.33,3.0,0.87,202.0,0.27,61.4,3780.25
94-1a-3,5225,10274.79,4850.39,1.63,64.08,1.02,1226.16,5.0,21.0,47.0,351.59,518.36,234.83,0.55,360.84,485.53,4.0,0.88,322.0,0.36,52.54,5495.02
94-1a-4,5226,11013.6,5735.42,1.75,68.48,1.03,839.983,5.0,31.0,67.0,345.78,421.35,254.54,0.56,308.59,463.18,5.0,0.88,314.0,0.45,65.29,5679.63
94-1a-5,5227,11058.1,4394.53,1.7,66.61,1.03,904.111,5.0,26.0,57.0,279.03,464.01,278.42,0.56,321.6,526.79,6.0,0.86,401.0,0.52,63.44,5974.38
94-1a-6,5228,6185.39,2237.44,1.16,60.28,1.03,683.131,8.0,14.0,36.0,281.81,320.09,137.13,0.65,237.11,351.13,4.0,0.88,221.0,0.46,75.19,3107.96
94-1a-7,5229,11228.2,5898.81,1.73,71.77,1.02,1271.26,6.0,27.0,60.0,318.11,500.18,284.5,0.64,314.5,431.05,5.0,0.91,327.0,0.29,63.04,5731.77
94-1a-8,5230,10055.79,4027.48,1.54,75.48,1.02,1266.58,6.0,23.0,52.0,352.4,366.25,276.7,0.57,311.67,494.57,4.0,0.91,332.0,0.5,69.26,5427.0
94-1a-9,5231,8702.76,2410.23,1.6,72.35,1.03,1063.12,6.0,22.0,50.0,271.65,422.73,248.31,0.55,293.92,391.28,4.0,0.91,291.0,0.37,64.96,5221.71
94-2a-10,5233,4850.96,1982.89,1.47,74.43,1.02,836.391,5.0,14.0,33.0,221.78,263.69,169.5,0.69,225.22,281.85,3.0,0.92,129.0,0.42,59.07,2287.98
94-2a-1,5232,19761.2,19436.4,1.7,60.9,1.01946,2498.85,6.0,33.0,72.0,315.63,542.91,244.87,0.75,394.48,533.6,5.0,0.88,368.0,0.42,57.08,7846.66
94-2a-2,5234,6666.37,3413.72,1.63,52.98,1.02,972.565,4.0,19.0,42.0,348.57,192.76,309.08,0.59,312.86,358.69,5.0,0.91,195.0,0.39,53.02,3600.44
94-2a-3,5235,5295.94,1960.62,1.68,73.52,1.02,704.692,4.0,12.0,28.0,231.58,404.38,238.98,0.52,295.48,472.5,5.0,0.89,208.0,0.49,62.81,2992.76
93-1-9,5201,8632.18,2902.41,1.62,79.1,1.01392,942.847,6.0,24.0,54.0,368.82,517.68,242.01,0.53,372.74,446.75,4.0,0.93,638.0,0.27,68.25,4767.83
93-2-10,5203,9644.28,4414.02,1.32,80.25,1.03,1226.29,7.0,18.0,43.0,253.21,297.36,323.81,0.64,216.13,343.5,3.0,0.86,462.0,0.36,62.05,3902.11
93-2-1,5202,10920.2,5591.23,1.46,72.84,1.02,1376.35,5.0,14.0,33.0,351.23,809.41,225.89,0.68,552.12,610.74,5.0,0.9,420.0,0.46,78.81,4187.18
93-2-2,5204,13187.7,6740.36,1.5,70.68,1.02,1854.47,7.0,19.0,45.0,681.03,464.79,222.78,0.78,532.13,581.33,4.0,0.86,473.0,0.53,58.93,4507.21
93-2-3,5205,12328.0,5174.93,1.63,93.95,1.03,1537.86,5.0,25.0,55.0,362.97,655.33,236.88,0.64,461.14,519.59,6.0,0.86,554.0,0.35,73.47,5573.0
93-2-4,5206,10629.6,5795.77,1.65,83.0,1.03,1444.65,5.0,22.0,49.0,282.94,558.59,249.75,0.76,463.81,564.0,4.0,0.85,407.0,0.49,72.9,4107.52
93-2-5,5207,11520.0,8507.62,1.53,93.14,1.03,1934.23,4.0,14.0,32.0,380.2,670.15,224.98,0.96,511.78,524.51,5.0,0.88,351.0,0.42,64.93,3226.9
93-2-6,5208,13130.5,6127.76,1.44,64.42,1.03,1762.07,6.0,22.0,50.0,493.04,376.5,219.85,0.7,383.11,514.95,4.0,0.84,572.0,0.45,58.9,5565.18
