neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,shrinkage_reported,shrinkage_corrected,slicing_thickness,min_age,max_age,min_weight,max_weight,reference_doi,primary_brain_region,secondary_brain_region,tertiary_brain_region,primary_cell_class,secondary_cell_class,tertiary_cell_class,physical_integrity
72449,h189b-cel-11,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72467,h189b-cel-12,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,"brodmann area 20, layer 3b",principal cell,pyramidal,not reported,dendrites moderate
72468,h189b-cel-13,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,"brodmann area 20, layer 3b",principal cell,pyramidal,not reported,dendrites moderate
72475,h189b-cel-16,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,"brodmann area 20, layer 6",principal cell,pyramidal,not reported,dendrites moderate
72451,h189b-cel-17,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72452,h189b-cel-3,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72453,h189b-cel-4,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72454,h189b-cel-5,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72455,h189b-cel-6,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72456,h189b-cel-7,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72457,h189b-cel-8,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
147098,22-Human-hcca1-idab2-porta1-sec1-cel5soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147081,23-Human-hcca1-idab2-porta1-sec1-cel8-soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147110,24-human-hcca1-idab2-porta1-sec1-cel9soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147128,25-human-hcca1-idab2-porta1-sec1-cel11-soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147158,26-human-hcca1-idab2-porta1-sec1-cel13soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147137,27-human-hcca1-idab2-porta4-sec1-cel2-soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147104,28-Human-hcca1-idab2-porta5-sec1-cel1-soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147112,29-human-hcca1-idab2-porta6-sec1-cel1-soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147147,3-human-hcca1-idab1-porta4-sec1-cel14soma-z-corr-1-7-REV,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147148,30-human-hcca1-idab2-porta6-sec1-cel2-soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147067,31-human-hcca1-idab2-porta-6-sec1-cel3-soma-corr1-7z,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147103,32-human-hcca1-idab1-porta4-sec1-cel2-soma-corr1-7z,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147106,33-Human-hcca1-idab1-porta4-sec1-cel4-soma-corr1-7z,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147118,34-human-hcca1-idab1-porta4-sec1-cel8-soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147102,35-human-hcca1-idab1-porta4-sec1-cel10-soma-corr1-7z,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147056,36-human-hcca1-idab1-porta4-sec1-cel12-S_soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147140,37-Human-hcca1-idab1-porta4-sec1-cel15-soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147139,38-human-hcca1-idab1-porta5-sec1-cel1-soma-corr1-7z,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147155,39-Human-hcca1-idab1-porta5-sec1-cel3-soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147077,5-human-hcca1-idab1-porta5-cel11-soma-corr1-7z,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147133,50-human-hcca1-idab2-porta1-sec1-cel15-soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147083,51-human-hcca1-idab2-porta4-sec-1-cel1-soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147058,52-human-hcca-idab1-porta4-sec1-cel17-soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147153,53-Human-hcca1-idab1-porta4-sec1-cel18-soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147089,6-human-hcca1-idab1-porta5-sec1-cel2-soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147064,7-human-hcca1-idab1-porta4-sec1-cel11-soma-corr1-7z,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147129,8-Human-hcca1-idab1-porta5-sec1-cel5-soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147120,9-human-hcca1-idab1-porta-5-sec1-cel6-soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
72458,h173-cel-10,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,"brodmann area 20, layer 3a",principal cell,pyramidal,not reported,dendrites moderate
72405,h173-cel-13,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72469,h173-cel-1,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,"brodmann area 20, layer 5",principal cell,pyramidal,not reported,dendrites moderate
72471,h173-cel-2,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,"brodmann area 20, layer 6",principal cell,pyramidal,not reported,dendrites moderate
72459,h173-cel-3-12,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,"brodmann area 20, layer 3a",principal cell,pyramidal,not reported,dendrites moderate
72424,h184b-cel-5,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72425,h184b-cel-6,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72426,h184b-cel-8,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72427,h184b-cel-9,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72428,h184c-cel-10,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72429,h184c-cel-2,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72430,h184c-cel-6,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72431,h184c-cel-7,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72432,h184c-cel-9,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72434,h189a-cel-10,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72435,h189a-cel-12,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72436,h189a-cel-13,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72473,h189a-cel-14,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,"brodmann area 20, layer 6",principal cell,pyramidal,not reported,dendrites moderate
72474,h189a-cel-15,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,"brodmann area 20, layer 6",principal cell,pyramidal,not reported,dendrites moderate
