neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,shrinkage_reported,shrinkage_corrected,slicing_thickness,min_age,max_age,min_weight,max_weight,reference_doi,primary_brain_region,secondary_brain_region,tertiary_brain_region,primary_cell_class,secondary_cell_class,tertiary_cell_class,physical_integrity
72465,h184a-cel-11,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,"brodmann area 20, layer 3a",principal cell,pyramidal,not reported,dendrites moderate
72466,h184a-cel-12,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,"brodmann area 20, layer 3a",principal cell,pyramidal,not reported,dendrites moderate
72408,h184a-cel-13,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72409,h184a-cel-14,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72406,h184a-cel-1,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72410,h184a-cel-2,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72411,h184a-cel-3,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72412,h184a-cel-5,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72413,h184a-cel-6,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72414,h184a-cel-7,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
147055,13-human-hcca1-idab1-porta6-sec1-cel3soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147095,18-human-hcca-idab1-porta6-sec1-cel11soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147157,4-Human-hcca1-idab1-porta-5-cel10-soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147136,44-human-hcca1-idab2-porta1-sec1-cel2-soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147127,54-human-idab2-hcca-porta4-cel4-S-soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
72423,h184b-cel-4,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
72450,h189b-cel-15,defelipe,lucifer yellow was intracellularly injected.,year,male/female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, no axon","no diameter, 3d, angles",100,not reported,,250,24,48,not reported,not reported,10.1093/cercor/bhi036,neocortex,temporal,brodmann area 20,principal cell,pyramidal,not reported,dendrites moderate
147152,19-human-hcca1-idab2-porta-1-cel-6-soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147115,2-Human-hcca1-idab1-porta4-sec1-cel9-soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147087,20-human-hcca1-idab2-porta1-sec1-cel1-soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
72476,20x-human-cing-cx,defelipe,lucifer yellow was intracellularly injected.,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,not reported,neurolucida.dat,"dendrites, soma, axon","diameter, 3d, angles",20,not reported,,250,40,40,not reported,not reported,10.3389/fnana.2013.00015,neocortex,cingulate,layer 3,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147097,21-human-hcca1-idab2-porta1-sec1-cel4soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147062,40-Human-hcca1-idab1-porta5-sec1-cel12-soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147154,41-Human-hcca1-idab1-porta6-sec1-cel1Ssoma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,"dendrites moderate, axon incomplete"
147113,42-human-hcca1-idab1-porta6-sec1-cel10-soma-z-corr-1-7,defelipe,,year,male,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,45,45,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
147151,43-human-hcca1-idab2-porta4-sec1-cel3-soma-z-corr-1-7,defelipe,,year,female,adult,human,not applicable,,lucifer yellow,control,in vitro,coronal,neurolucida,glycerin,neurolucida.asc,"dendrites, soma, no axon","diameter, 3d, angles",63,not reported,,300,53,53,not reported,not reported,10.1093/cercor/bhz122,hippocampus,ca1,pyramidal layer,principal cell,pyramidal,not reported,dendrites moderate
