neuron_name,neuron_volume,neuron_area,soma_radius,soma_area,soma_volume,soma_va_ratio,neurite_length,avg_stem_length,max_euc_distance,max_path_distance,avg_euc_distance,avg_path_distance,max_contraction,avg_contraction,number_stems,neuron_va_ratio,neurite_volume,neurite_area,neurite_va_ratio,neurite_fraction_V,neurite_fraction_A,neurite_radius_V,neurite_radius_A,neurite_irregularity,soma_neurite_va_ratio,soma_fraction_V,soma_fraction_A
Blue10_9-17-12_sec1_Neuron4,4530.770286999999,7580.984309,6.64565,554.9895349087527,1229.4220675554507,2.215216666666666,1273.8443824401002,254.76887648802003,175.5645544458726,200.63709817117078,77.41310440992375,90.59830825508028,0.9496173708044882,0.8544652312046107,5,0.5976493423975505,3301.3482194445487,7025.994774091248,0.46987627027826107,0.7286505407076157,0.9267918897748041,0.9082649251219828,0.8778323426700267,0.01703859190691057,4.714468056356226,0.2713494592923843,0.07320811022519591
Blue11_9-17-12_sec3_Neuron2,6105.005791,11735.313213,7.49885,706.6415937836308,1766.3331051814605,2.499616666666667,2335.899620581109,467.17992411622186,243.0336653634636,268.015690179877,80.97187553688622,100.26290640084272,0.9301255433801328,0.8075955350143895,5,0.5202252108820642,4338.672685818539,11028.67161921637,0.3933993898466277,0.7106746224900574,0.9397850248256829,0.7689116117128263,0.7514310925308165,0.011497749246414921,6.353890552909037,0.2893253775099426,0.060214975174317134
Blue11_9-17-12_sec4_Neuron3,7585.3989090000005,11635.67072,8.81284,975.9816108351207,2867.056593077395,2.937613333333333,2081.4198579634835,416.2839715926968,345.84268475710167,394.7791083918407,99.33491675723585,119.39836758962332,0.9597268343807154,0.8319621010117464,5,0.6519090382956454,4718.342315922606,10659.68910916488,0.4426341394765366,0.622029556062548,0.9161215855689735,0.8494541446736567,0.8150888957148583,0.020645455314136706,6.636662361397119,0.3779704439374521,0.08387841443102652
Blue12_9-17-12_sec1_Neuron5,7199.346045,13150.262563,7.88201,780.6993667074316,2051.160071793881,2.6273366666666664,2463.263182232851,492.6526364465702,421.9922070107193,449.0194070811886,123.33184055931248,145.95961046671067,0.9398083921446576,0.8449723876691287,5,0.5474678555283231,5148.185973206119,12369.563196292569,0.41619787954591186,0.7150907792217562,0.9406324122452101,0.8156367196931127,0.7992150984017139,0.01016911961047468,6.312710361554925,0.2849092207782437,0.05936758775478996
Blue12_9-17-12_sec1_Neuron6,12888.465831,18453.542436,10.3946,1357.7675573370504,4704.483550498569,3.464866666666667,3055.46369773794,509.24394962299,213.77533903090358,260.04634748405226,113.22783088711444,130.67980443898335,0.9748160978863228,0.8664524053522171,6,0.69842773417079,8183.982280501431,17095.77487866295,0.47871373708341064,0.6349849848549776,0.9264223895197349,0.9233552859690652,0.8904956324435502,0.018115961566605488,7.237867640432787,0.3650150151450224,0.07357761048026511
Blue12_9-17-12_sec2_Neuron7,4892.1546450000005,7790.1632629999995,7.29007,667.8412818659896,1622.8698978975979,2.430023333333333,1338.1732239378734,267.6346447875747,166.21770723963198,173.05803291787757,74.47608218526341,88.48982808185917,0.9604738042903124,0.8416343866819124,5,0.6279912859125403,3269.2847471024024,7122.32198113401,0.4590195101769142,0.6682709326132519,0.9142712085332081,0.8818511182483877,0.84708969609615,0.020105617187026803,5.293943458736121,0.33172906738674807,0.08572879146679183
Blue19_December2013_sec2_neuron1,4759.868818999999,6933.691859999999,8.11515,827.5666246127868,2238.609097908819,2.7050500000000004,1285.2116735717586,214.2019455952931,154.0105937193211,168.8884039230177,82.56467114616795,95.74831948563984,0.9501001903736976,0.8623093500722051,6,0.6864840427160257,2521.2597210911804,6106.125235387212,0.41290665092808204,0.5296910097662885,0.8806456010272157,0.7902172861326117,0.7561556079312854,0.02202682052438949,6.551238624807601,0.4703089902337116,0.1193543989727843
Blue5-coded11-6_sec3_Neuron2,8123.353626000001,12429.792658,9.22885,1070.2988002492925,3292.5423608935607,3.076283333333333,2233.255109662814,372.2091849438023,171.76662219418537,192.18262694558,93.8926918733516,110.73990548940408,0.971696556261308,0.8478668232413791,6,0.6535389486784149,4830.81126510644,11359.493857750707,0.42526641816970784,0.5946818872497082,0.9138924654901277,0.8297856703392054,0.8095445928503957,0.01234716270620609,7.233779113275067,0.4053181127502919,0.08610753450987231
Blue5-coded11-6_sec4_Neuron3,8904.4865,14993.459094,8.75168,962.4822369252607,2807.7788477513554,2.917226666666666,2702.724780450525,675.6811951126314,271.56406262815983,296.0330501681248,108.58871256159566,132.03402657088748,0.9443444094563878,0.8224297583115491,4,0.5938914058573281,6096.707652248646,14030.976857074738,0.43451768999066853,0.6846781846711368,0.9358065253060635,0.8473675663798793,0.826240000226434,0.012623966678333765,6.713712085529394,0.31532181532886316,0.06419347469393648
Blue6-coded11-6_sec4_Neuron4,6981.196031999999,12509.677554,7.69338,743.779548087615,1907.3928998887657,2.5644600000000004,2203.008240712188,440.6016481424375,145.1354540114548,205.74747616033463,86.10511369090494,107.82058007070437,0.9026237499914864,0.7985962757243624,5,0.558063627288918,5073.803132111233,11765.898005912384,0.4312295695204597,0.7267813579298203,0.9405436675024617,0.8562169260766962,0.8500198923226254,0.0036319892334080654,5.94685564547848,0.2732186420701796,0.059456332497538254
