neuron_name,neuron_volume,neuron_area,soma_radius,soma_area,soma_volume,soma_va_ratio,neurite_length,avg_stem_length,max_euc_distance,max_path_distance,avg_euc_distance,avg_path_distance,max_contraction,avg_contraction,number_stems,neuron_va_ratio,neurite_volume,neurite_area,neurite_va_ratio,neurite_fraction_V,neurite_fraction_A,neurite_radius_V,neurite_radius_A,neurite_irregularity,soma_neurite_va_ratio,soma_fraction_V,soma_fraction_A
02a_pyramidal2aFI,14998.578222,14529.799397,12.61,1998.2049807675414,8399.121602492902,4.203333333333334,3103.1686702351903,775.7921675587976,294.44628085800485,526.4103507349763,149.7511937831506,244.91364968450202,0.8526326032068061,0.6114448662867922,4,1.032263268899417,6599.456619507098,12531.59441623246,0.5266254556530071,0.44000548064129025,0.862475391010552,0.8227662373761478,0.6427189135081818,0.1228585112304404,7.981637211443317,0.5599945193587098,0.13752460898944793
02b_pyramidal1aACC,5217.47474,4863.943886,9.904,1232.6254415279295,4069.307457630871,3.301333333333333,1159.576094878231,165.65372783974732,225.93893100668686,291.4703421663156,90.44894334262483,121.85395366093218,0.8931212943610551,0.7422733577796404,7,1.0726839910751387,1148.1672823691288,3631.3184444720705,0.31618468606546346,0.22006187659456283,0.7465790168599964,0.5614072547411358,0.4984082398138718,0.05944337976839631,10.441155055339458,0.7799381234054371,0.2534209831400036
02b_pyramidal1aFI,11048.116875,7678.072226,13.01,2126.9851468234947,9224.025586724556,4.336666666666667,2055.913699545146,342.6522832575243,330.24956499256405,577.4566158253133,126.55333272342348,216.0206358493917,0.6659292521268957,0.5858390899823834,6,1.4389180708131566,1824.0912882754437,5551.0870791765055,0.3286007339207593,0.16510427151644735,0.7229792734143662,0.5314298050630352,0.4297276429355744,0.10581217711960951,13.197373648326776,0.8348957284835526,0.2770207265856338
03a_pyramidal9aFI,14643.088605,13258.945459,12.6,1995.0369987356619,8379.15539468978,4.199999999999998,2193.1335792482528,313.30479703546473,470.96811414834076,679.3332850825127,185.5256400141048,270.5998218468886,0.9496406473628372,0.6856088771524742,7,1.1043931548161292,6263.933210310221,11263.908460264338,0.5561065444030802,0.4277740427092239,0.8495327547047524,0.9534898638571192,0.8174179297369478,0.07683739075088299,7.552509572618393,0.5722259572907761,0.15046724529524758
03a_spindle2aFI,11045.451075,9050.879492,11.225999999999999,1583.6526789775528,5926.028324734004,3.7420000000000013,1271.3248235453093,635.6624117726548,250.9509535745979,342.7940932738068,117.16596189192524,157.57504154639895,0.9017870931105252,0.7435565984440815,2,1.2203732338678233,5119.422750265997,7467.2268130224475,0.685585543128005,0.4634869789838797,0.8250277577579802,1.1321586712775242,0.9348091349043867,0.0954777988234274,5.458108090971423,0.5365130210161203,0.17497224224201977
03a_spindle6aFI,18333.116178,8650.342834000001,15.31,2945.508263160394,15031.910502995212,5.1033333333333335,1275.0233779842447,425.0077926614149,325.8207944560936,420.66074274896005,165.47380263393666,232.99351469323742,0.780468412262965,0.7102077620134699,3,2.1193513979517724,3301.2056750047886,5704.834570839606,0.5786680812584781,0.1800678969659442,0.6594923091853501,0.9078252988149508,0.7121066461589807,0.12081905864207135,8.819102865039119,0.8199321030340558,0.3405076908146498
03b_pyramidal2aACC,2936.674903,3866.2596670000003,6.4151,517.1502337346586,1105.8568214770696,2.1383666666666667,712.7841613610742,178.19604034026855,144.07028458360173,156.13753996318889,56.03779484869752,71.3882792732288,0.9227139393740156,0.7849719228309255,4,0.7595648393887352,1830.8180815229305,3349.1094332653415,0.5466581842140359,0.623432331461897,0.8662401705325865,0.9042086133705287,0.7478102771560607,0.09467103379466515,3.9117070381762016,0.3765676685381029,0.1337598294674134
03b_pyramidal3aACC,3838.7916299999997,3695.090156,8.611,931.7878484890857,2674.541721113172,2.870333333333333,788.5854643864067,197.14636609660167,138.53946044358622,187.38062307438761,68.62249482623649,98.37988631357284,0.8163949578553227,0.6975256568960794,4,1.0388898424485422,1164.2499088868276,2763.3023075109145,0.42132556605272153,0.3032855182313784,0.7478308216712736,0.6855257713823356,0.5576988688725109,0.10281882965545289,6.812625590762657,0.6967144817686216,0.2521691783287265
03b_pyramidal3aFI,29308.547742000002,22257.513487,14.43,2616.631264537877,12585.996382427187,4.8100000000000005,3155.5579581770007,525.9263263628335,310.23726980776786,462.72458465874695,124.63436281499331,202.25134216922896,0.7418347954213902,0.6162350344785772,6,1.3167934396229084,16722.551359572815,19640.88222246212,0.8514154899034126,0.5705690881301809,0.8824382936545818,1.2987879548054158,0.9906151412273436,0.13460836761865827,5.6494156578542665,0.4294309118698191,0.11756170634541811
03b_pyramidal4aFI,21640.08556,13071.607827,15.46,3003.508346730969,15478.079680153596,5.153333333333333,2312.4798281216945,330.35426116024206,380.3871778128759,574.3573749113124,154.83041673175742,244.19020049703883,0.8618461125123774,0.6340566346094423,7,1.6555029684490243,6162.005879846403,10068.099480269031,0.6120326772617216,0.2847496079792026,0.7702265561756615,0.920973515458723,0.6929304983937066,0.141298996165622,8.4200297219255,0.7152503920207974,0.2297734438243386
