neuron_name,neuron_id,neurite_surface_nmo,neurite_volume_nmo,pk_classic_nmo,bif_ampl_local_nmo,fractal_dim_nmo,soma_surface_nmo,n_stems_nmo,n_bifs_nmo,n_branch_nmo,width_nmo,height_nmo,depth_nmo,diameter_nmo,euc_distance_nmo,path_distance_nmo,branch_order_nmo,contraction_nmo,fragmentation_nmo,partition_asymmetry_nmo,bif_ampl_remote_nmo,neurite_length_nmo
7-S3-2,1763,24663.0,19567.7,1.27416,74.3888,1.0183,163672.0,7.0,18.0,43.0,324.549,397.575,79.85,1.87806,258.811,343.554,4.0,0.807199,1071.0,0.193122,50.7271,3739.86
7-S4-3,1764,21229.6,20145.6,1.35966,65.159,1.01467,193211.0,4.0,26.0,56.0,253.342,350.152,52.24,2.08131,260.459,312.601,6.0,0.907756,765.0,0.32906,50.1584,2846.54
7-S5-1,1765,37160.2,37679.3,1.21164,78.614,1.0094,234239.0,6.0,28.0,62.0,291.248,450.012,104.48,2.23159,330.301,426.761,6.0,0.852732,1320.0,0.454365,53.2164,4805.44
7-S9-3,1766,19255.7,15649.0,1.28441,74.5617,1.01024,173789.0,5.0,26.0,57.0,224.018,317.908,106.25,1.78437,198.592,227.255,5.0,0.906544,723.0,0.326007,52.0744,2982.92
8-S10-A2,1767,28061.2,31362.2,1.29382,63.7111,1.0034,288199.0,5.0,25.0,55.0,353.033,641.279,60.0,1.75779,438.556,564.928,10.0,0.830523,1438.0,0.505714,52.9045,4346.02
8-S11-A1,1768,34660.1,35060.7,1.23514,67.0042,1.00936,283322.0,5.0,29.0,63.0,328.326,454.684,97.81,2.45168,280.214,347.6,5.0,0.905558,925.0,0.271264,51.7744,4055.36
1-S20-1,1695,29488.1,21654.7,151.887,66.5427,1.01238,334159.0,4.0,32.0,68.0,370.446,463.628,98.36,1.87539,278.068,354.438,8.0,0.899366,1040.0,0.471895,50.0191,4539.5
1-S5-5,1704,28601.8,26920.3,109.37,74.9961,1.01077,279801.0,5.0,25.0,55.0,356.417,392.095,110.37,2.12697,290.069,339.917,7.0,0.89485,1019.0,0.467556,55.9593,3915.44
2-S6-B1,1713,19310.9,14974.9,1.35278,74.0205,1.00719,196917.0,4.0,20.0,44.0,304.751,317.257,77.55,1.91912,202.578,250.311,5.0,0.898458,821.0,0.41,59.8788,2870.35
4-S20-1,1734,21950.6,17716.0,1.27064,70.317,1.00876,170566.0,6.0,16.0,38.0,288.227,350.633,107.49,2.00278,230.669,294.237,5.0,0.874121,862.0,0.402083,58.9517,3056.61
7-S13-1,1760,29568.1,29262.5,1.32476,62.8389,1.06699,149007.0,5.0,22.0,49.0,294.07,593.001,93.5,2.13906,458.621,553.165,8.0,0.825626,1042.0,0.331635,50.5734,4005.18
8-S11-B1,1769,31047.2,33027.2,1.25918,67.2865,1.01008,313588.0,5.0,27.0,59.0,325.51,428.76,88.44,2.28402,282.924,372.655,6.0,0.895374,970.0,0.429012,53.9639,3681.34
9-S2-B2,1779,15398.1,13442.5,1.12509,72.6592,1.0072,191038.0,5.0,11.0,27.0,286.963,347.165,78.7,1.9007,232.324,302.664,3.0,0.902205,575.0,0.272727,61.3272,2131.77
B-S16-A1,1789,44315.7,55624.9,1.2682,76.4802,1.01834,548695.0,6.0,30.0,66.0,303.483,1000.4,95.48,2.36111,1018.61,1165.85,7.0,0.867478,1350.0,0.369444,56.4421,5165.22
C-S2-B1,1798,21540.2,20012.6,1.35697,80.5149,1.01123,132786.0,5.0,19.0,43.0,301.639,418.705,58.48,2.1333,301.389,376.716,5.0,0.871757,916.0,0.314787,64.5906,2865.59
C-S5-C6,1807,22136.9,18379.7,1.44691,75.9838,1.00997,174036.0,5.0,23.0,51.0,326.509,323.382,103.14,1.99645,231.128,352.993,5.0,0.866766,1041.0,0.424431,61.8471,3094.95
D-S6-2,1816,33526.9,21674.0,1.33629,71.8853,1.01096,222845.0,8.0,35.0,78.0,309.765,427.6,128.98,1.71421,281.461,347.439,5.0,0.891368,1464.0,0.331111,57.4965,5776.2
8-S5-A2,1770,21149.9,21037.8,1.29274,75.0586,1.00895,219679.0,5.0,18.0,41.0,336.796,225.226,73.41,2.3873,234.379,296.533,4.0,0.89251,677.0,0.518519,65.7716,2469.71
8-S5-B1,1771,37694.1,38362.2,1.20397,72.8733,1.0118,262402.0,5.0,29.0,63.0,301.471,759.232,48.98,1.87337,714.859,802.459,9.0,0.852268,1517.0,0.545977,43.9848,5534.52
8-S7-A1,1772,50515.7,59169.9,1.34494,70.4174,1.0106,218908.0,5.0,31.0,67.0,347.996,980.728,87.95,2.79183,892.545,998.662,9.0,0.86176,1285.0,0.453149,52.8107,5224.97
8-S7-A2,1773,31730.7,37327.8,1.30498,66.8251,1.00979,174976.0,7.0,20.0,47.0,349.524,423.316,77.99,2.86013,261.692,358.602,4.0,0.854585,898.0,0.35,59.2392,3036.84
8-S8-B1,1774,35203.6,34563.6,1.16606,71.3048,1.0062,300924.0,4.0,26.0,56.0,375.9,613.675,58.49,2.06071,493.303,580.039,8.0,0.86583,1354.0,0.376282,54.607,4729.94
8-S8-B2,1775,39472.9,38750.7,470.607,72.6214,1.04925,337202.0,4.0,27.0,58.0,341.069,621.18,86.49,2.19012,527.149,633.888,9.0,0.84887,1198.0,0.520118,48.7952,5103.06
8-S8-B3,1776,35278.4,41377.9,391.928,66.6818,1.01309,244938.0,5.0,30.0,65.0,262.068,533.484,64.97,2.35883,417.167,511.478,11.0,0.867215,960.0,0.547401,58.0925,4098.64
9-S2-B1,1778,14329.7,10797.6,1.23488,73.1179,1.014,133159.0,5.0,13.0,31.0,252.793,356.715,106.64,1.8179,225.709,301.493,3.0,0.870021,553.0,0.487179,58.2726,2142.2
