neuron_name,neuron_id,neurite_surface_nmo,neurite_volume_nmo,pk_classic_nmo,bif_ampl_local_nmo,fractal_dim_nmo,soma_surface_nmo,n_stems_nmo,n_bifs_nmo,n_branch_nmo,width_nmo,height_nmo,depth_nmo,diameter_nmo,euc_distance_nmo,path_distance_nmo,branch_order_nmo,contraction_nmo,fragmentation_nmo,partition_asymmetry_nmo,bif_ampl_remote_nmo,neurite_length_nmo
1-S4-A1,1703,30262.6,24440.2,1.34617,63.5202,1.00353,188180.0,5.0,34.0,73.0,370.814,494.376,89.54,1.98859,326.189,403.361,7.0,0.924214,1087.0,0.402241,57.5321,4503.43
1-S6-A1,1705,34850.9,31808.9,1.30328,68.2951,1.00584,270369.0,6.0,25.0,56.0,414.651,455.038,78.11,2.15222,291.92,369.292,6.0,0.915959,1151.0,0.425587,53.0051,4637.15
1-S8-1,1706,35279.9,43633.3,1.4244,69.4238,1.06147,219947.0,6.0,27.0,60.0,412.162,469.259,111.62,2.54118,359.08,423.625,7.0,0.849802,1173.0,0.547325,49.2336,4009.73
2-S10-B1,1707,20905.8,19257.5,1.25123,66.5132,1.00943,224360.0,5.0,16.0,37.0,289.818,325.289,84.47,1.96574,248.765,290.666,3.0,0.892027,823.0,0.239583,56.9051,2868.02
2-S12-A1,1708,30256.9,21519.1,382.186,67.9093,1.00574,265795.0,6.0,25.0,56.0,400.487,407.328,85.97,1.91814,347.231,436.114,8.0,0.907616,1388.0,0.562667,55.9996,4613.57
2-S4-A1,1709,20367.2,14969.8,1.4105,75.9733,1.01304,108524.0,6.0,23.0,52.0,261.841,451.55,60.83,1.85006,286.064,359.971,7.0,0.890798,905.0,0.599473,57.4806,3159.49
2-S4-A2,1710,21250.3,18400.5,1.35942,72.0665,1.00615,107621.0,6.0,26.0,58.0,179.262,461.456,116.57,2.1221,305.451,360.856,5.0,0.900461,742.0,0.439744,58.5678,2795.59
2-S4-A3,1711,24402.7,18000.5,1.36077,74.3855,1.01148,128332.0,4.0,27.0,58.0,326.824,396.683,98.2,1.78054,296.3,361.291,8.0,0.89164,1084.0,0.523045,56.1322,4011.15
2-S5-B1,1712,24374.7,17755.6,1.34697,74.1594,1.00591,155551.0,7.0,23.0,53.0,269.649,402.928,72.48,1.84176,270.491,339.248,4.0,0.888174,1147.0,0.417391,51.3393,3747.41
7-S14-1,1761,44773.4,32908.6,1.34172,61.9252,1.01411,249974.0,6.0,54.0,114.0,386.224,600.804,67.97,1.72168,495.231,565.721,11.0,0.877437,1633.0,0.540815,47.826,7505.25
7-S3-1,1762,28467.8,22757.3,1.3902,86.5772,1.07734,242693.0,5.0,21.0,47.0,286.731,372.854,107.5,2.03425,299.625,381.899,7.0,0.833672,1197.0,0.395918,60.6769,4089.38
