neuron_name,neuron_id,neurite_surface_nmo,neurite_volume_nmo,pk_classic_nmo,bif_ampl_local_nmo,fractal_dim_nmo,soma_surface_nmo,n_stems_nmo,n_bifs_nmo,n_branch_nmo,width_nmo,height_nmo,depth_nmo,diameter_nmo,euc_distance_nmo,path_distance_nmo,branch_order_nmo,contraction_nmo,fragmentation_nmo,partition_asymmetry_nmo,bif_ampl_remote_nmo,neurite_length_nmo
Green14_December2013_sec2_Neuron4,99940,9994.91,4306.86,1.52593,63.7923,1.0207,1144.32,4.0,20.0,44.0,209.953,275.688,65.72,1.54706,212.9,269.201,6.0,0.93506,344.0,0.425833,64.7274,2001.53
Green3-8-30-12_sec1_Neuron4,99920,10888.5,4345.18,1.50522,72.1354,1.03517,646.607,5.0,25.0,55.0,161.75,195.74,81.5,1.48511,136.739,222.229,11.0,0.89696,548.0,0.622727,62.7702,2318.71
Green3-8-30-12_sec3_Neuron6,99921,12158.8,4786.44,1.64273,72.7578,1.03624,1129.72,5.0,28.0,61.0,155.991,253.89,80.11,1.45919,187.311,246.52,7.0,0.879965,678.0,0.448639,59.0053,2600.33
Green4_8-30-12_sec1_Neuron8,99922,11714.3,5766.24,1.58993,69.4219,1.03059,742.696,5.0,24.0,53.0,118.441,277.72,65.3,1.86944,197.884,240.601,10.0,0.913051,444.0,0.662037,67.4102,1960.54
Green4_8-30-12_sec2_Neuron3,99923,18843.1,9865.27,1.61755,63.0987,1.03698,1541.19,5.0,41.0,87.0,188.798,303.09,108.14,1.86157,211.081,286.448,7.0,0.897269,574.0,0.369549,57.4783,3074.64
Green5-8-30-12_sec1_Neuron-1,99924,16536.6,6414.82,1.67472,63.6973,1.03242,1187.43,4.0,40.0,84.0,200.38,412.889,86.48,1.43863,280.501,325.724,8.0,0.902104,791.0,0.496858,54.0243,3604.72
Green5-8-30-12_sec3_Neuron2,99925,17397.7,8292.07,1.46906,71.6475,1.0328,1078.91,6.0,42.0,90.0,181.53,441.5,73.91,1.61813,414.558,463.81,10.0,0.893098,684.0,0.46027,61.2792,3305.77
Green5_9-25-12_sec2_Neuron3,99942,14264.5,6138.0,1.42924,68.6028,1.02771,857.123,5.0,30.0,65.0,257.88,382.84,82.66,1.55707,382.631,475.878,12.0,0.90569,540.0,0.593056,65.1839,2819.81
Green5_December2013_sec3_Neuron1,99943,7142.17,3057.03,1.50841,48.0713,1.02393,625.95,5.0,13.0,31.0,176.49,245.522,70.73,1.56034,172.788,190.996,4.0,0.905674,267.0,0.225641,45.8324,1428.95
Green6_9-25-12_sec2_Neuron2,99944,9989.61,4170.65,1.416,70.3261,1.03036,965.39,6.0,29.0,64.0,186.75,203.351,64.08,1.45619,151.43,200.87,8.0,0.91036,441.0,0.442718,58.3197,2164.63
Green7-8-30-12_sec3_Neuron10,99926,20423.4,8972.68,1.61727,59.2115,1.0268,1006.75,6.0,51.0,108.0,194.177,262.128,93.61,1.62722,182.328,221.818,8.0,0.923536,767.0,0.336306,50.0767,3899.51
Green7_9-25-12_sec2_Neuron1,99945,9102.82,4149.15,1.54674,52.9164,1.0321,715.584,6.0,24.0,54.0,125.568,205.516,83.73,1.60006,133.169,183.121,4.0,0.901095,358.0,0.472222,47.4308,1739.13
Pink5_9-24-1_-sec1_1,99913,20643.4,8553.1,1.64137,66.9506,1.03015,894.159,7.0,40.0,87.0,177.75,440.27,98.62,1.56264,405.546,435.545,18.0,0.905961,779.0,0.70701,52.6453,4109.81
Pink6-coded-11-6_sec1_Neuron1,99881,11422.8,5187.59,1.57228,62.2225,1.03533,1113.79,6.0,33.0,72.0,125.387,240.872,65.89,1.6672,155.354,184.301,7.0,0.931444,421.0,0.470707,52.9221,2122.07
Pink6-coded-11-6_sec1_Neuron2,99882,6695.45,3017.04,1.58784,60.3211,1.03324,1072.6,5.0,13.0,31.0,123.853,191.991,56.02,1.66266,142.446,167.286,3.0,0.902507,244.0,0.25641,49.3276,1250.14
