neuron_name,neuron_volume,neuron_area,soma_radius,soma_area,soma_volume,soma_va_ratio,neurite_length,avg_stem_length,max_euc_distance,max_path_distance,avg_euc_distance,avg_path_distance,max_contraction,avg_contraction,number_stems,neuron_va_ratio,neurite_volume,neurite_area,neurite_va_ratio,neurite_fraction_V,neurite_fraction_A,neurite_radius_V,neurite_radius_A,neurite_irregularity,soma_neurite_va_ratio,soma_fraction_V,soma_fraction_A
541557114_transformed,5656.318431000001,24556.105731,6.864,592.0582180447427,1354.6292028863713,2.2880000000000003,12468.191812939032,1781.170258991291,521.8810363483234,602.950615653066,231.89385189840687,300.91130323748143,0.8733146096821178,0.7706385549611428,7,0.23034264850307182,4301.68922811363,23964.047512955258,0.179505954734403,0.7605104416572104,0.9758895720465433,0.33139262729828023,0.30589813466118193,0.04000449113480166,12.746095266785577,0.2394895583427897,0.024110427953456783
571732727_transformed,7976.302602,33347.984216000004,7.4082,689.660354542827,1703.047279508057,2.4694000000000003,15444.811418612942,2574.1352364354902,934.9038913587738,1129.9609491570309,315.98121082337747,392.18422534439077,0.9016519361277068,0.805695870469811,6,0.23918395038021684,6273.255322491943,32658.32386145718,0.1920874858460062,0.7864866261366475,0.9793192790881815,0.3595673427175541,0.3365359106543044,0.03308622959551994,12.855600608879243,0.21351337386335248,0.020680720911818575
576110753_transformed,2668.734469,11997.191462,6.3629999999999995,508.7843106025624,1079.1315227880348,2.121,8422.68728207067,1203.2410402958099,548.8456985447832,680.0264326012764,249.948893346546,303.1964338145905,0.940603217328195,0.8243793972174279,7,0.22244660156112125,1589.6029462119652,11488.407151397438,0.13836582611181286,0.5956392307577922,0.9575913819318388,0.24510041970406196,0.21708472903765125,0.06061573103913591,15.328929545695976,0.4043607692422077,0.042408618068161194
576118161_transformed,2154.1892629999998,13190.288257,4.5852,264.1961177148084,403.797346315313,1.5283999999999998,9262.139447037534,1157.7674308796918,422.3628628587298,659.7207807885438,208.53075671805126,312.5770197402344,0.8366172083271021,0.6671339975387497,8,0.16331631432366805,1750.3919166846867,12926.092139285192,0.13541539839135655,0.8125525211498963,0.9799704060618538,0.24526583467376417,0.2221140666896929,0.04953522373669066,11.286751862464381,0.18744747885010374,0.020029593938146215
576134298_transformed,8699.887792,33208.248543,8.6945,949.9463702657628,2753.1029054252244,2.8981666666666666,16050.532132687358,2292.9331618124797,774.7588200279563,974.8416871586093,283.64115424703704,349.874975710021,0.9109018214625209,0.8106928872847451,7,0.2619797241259162,5946.784886574775,32258.30217273424,0.18434897331953168,0.6835473087415166,0.9713942646196557,0.34341673940537865,0.3198690363721342,0.03550159507889566,15.721089271505084,0.31645269125848335,0.02860573538034432
576140393_transformed,14065.601649,49092.282212,10.193999999999999,1305.867527344073,4437.3378579151595,3.398,22374.107115048082,3196.30101643544,829.4868680026759,1069.0650668100916,314.53395903272883,428.03745450179616,0.8932306217049969,0.7348281224567671,7,0.2865135010073302,9628.26379108484,47786.41468465592,0.20148537726929422,0.684525556130005,0.973399738848872,0.3701060610497207,0.3399216813701118,0.042511549727251616,16.864747437519604,0.315474443869995,0.026600261151127947
592532014_transformed,2071.205591,7455.235513,5.546,386.51788505545073,714.5427301725099,1.848666666666667,3479.685260931195,695.937052186239,1275.564350752682,1383.7819382113653,296.4033680894662,335.3168999618717,0.9217957797609628,0.8839499832044545,5,0.27781893508103855,1356.66286082749,7068.717627944548,0.19192489108126706,0.6550112005889666,0.9481548390548542,0.3522824839880325,0.32331123864551076,0.04288264436440952,9.632240280307796,0.34498879941103344,0.051845160945145685
595572609_transformed,15197.196372999999,20597.890452,13.6407,2338.208199824052,10631.598863779984,4.546900000000001,11396.841674738003,1628.1202392482865,860.0784207849887,1047.763009047516,287.1605661737455,346.98657998851013,0.9656736460199415,0.8275840702059841,7,0.7378035342218451,4565.597509220015,18259.682252175946,0.2500370732725071,0.3004236700745313,0.8864831228580002,0.3570932306373226,0.2549933369841221,0.16680629677916076,18.18490330449711,0.6995763299254687,0.11351687714199966
595583062_transformed,1380.219591,6630.760576,4.925,304.8051732329157,500.38849272403655,1.6416666666666664,4364.91937598484,872.9838751969679,305.47844775768465,352.507402098436,146.53213337241573,182.04585015235068,0.8960652827558653,0.8049188336333171,5,0.20815403831586032,879.8310982759635,6325.955402767084,0.13908272225427165,0.6374573321615484,0.9540316424127638,0.2533008252317893,0.23065880155050997,0.04678494326441917,11.80352699500204,0.3625426678384516,0.045968357587236115
596898838_transformed,1896.5307710000002,8914.596274,4.9716,310.60055163638395,514.7272341718153,1.6571999999999998,4952.606962296146,990.5213924592293,347.92915960005416,453.89876988446196,181.14983095898916,226.13874101912032,0.9219193433147788,0.8010561575721901,5,0.21274443762880835,1381.8035368281849,8603.995722363616,0.16060021197320953,0.7285953689533808,0.9651582032332445,0.29801030483334917,0.2764944725031886,0.03745109384452842,10.318790863591419,0.2714046310466192,0.034841796766755515
602165685_transformed,1695.3226530000002,8548.613603,4.4446,248.24198075448857,367.7787692204666,1.4815333333333331,4816.7507535195255,802.7917922532541,344.93619343937286,462.7012211530321,194.79856779296765,252.07154830157089,0.9079426606109232,0.7727907774816238,6,0.1983155084240857,1327.5438837795336,8300.371622245511,0.15993788521728758,0.7830626703597369,0.970961141504001,0.29619138311641463,0.2742606459789932,0.038444489665849776,9.263179460704755,0.21693732964026322,0.02903885849599893
