neuron_name,neuron_id,neurite_surface_nmo,neurite_volume_nmo,pk_classic_nmo,bif_ampl_local_nmo,fractal_dim_nmo,soma_surface_nmo,n_stems_nmo,n_bifs_nmo,n_branch_nmo,width_nmo,height_nmo,depth_nmo,diameter_nmo,euc_distance_nmo,path_distance_nmo,branch_order_nmo,contraction_nmo,fragmentation_nmo,partition_asymmetry_nmo,bif_ampl_remote_nmo,neurite_length_nmo
720850977_transformed,162205,11510.3,2330.28,1.72753,61.824,1.07501,489.083,6.0,28.0,62.0,194.639,376.969,179.35,0.663753,328.565,461.434,10.0,0.769296,3448.0,0.441667,69.2924,5475.9
720862326_transformed,162136,32334.9,5641.43,1.88356,73.5134,1.02372,761.728,5.0,117.0,239.0,649.127,2319.59,268.51,0.397711,2062.99,2162.89,15.0,0.910144,19962.0,0.45654,60.6924,24875.0
720871158_transformed,162153,9829.35,1700.06,1.90695,84.7434,1.02272,456.579,5.0,25.0,55.0,252.78,649.06,173.39,0.639562,522.765,599.728,8.0,0.901906,3572.0,0.321172,55.547,4911.21
758323401_transformed,162164,10147.6,1608.1,1.83773,62.6638,1.04142,463.321,5.0,30.0,65.0,237.809,686.88,175.58,0.56989,614.702,725.295,8.0,0.859319,4401.0,0.429894,53.9356,5614.72
758816993_transformed,162133,27760.8,4832.96,1.91291,76.3981,1.03282,1031.35,7.0,63.0,133.0,331.44,828.51,245.29,0.634812,630.675,715.983,11.0,0.881407,10608.0,0.371481,50.5404,13925.5
758967755_transformed,162114,16247.6,3083.39,1.92891,70.3633,1.03162,642.101,8.0,43.0,94.0,329.711,552.419,193.94,0.668303,475.169,594.824,8.0,0.882547,5456.0,0.411213,51.9305,7661.21
758996848_transformed,162145,15826.9,2621.97,1.8962,81.5061,1.02325,333.535,5.0,31.0,67.0,374.22,727.869,202.62,0.621263,615.383,707.398,7.0,0.895,6040.0,0.370172,48.1246,8155.42
767415421_transformed,162171,32525.9,5315.65,1.9244,70.1426,1.0382,472.361,9.0,70.0,149.0,400.94,865.319,326.35,0.608234,712.965,849.618,16.0,0.859704,12994.0,0.366265,54.4864,16859.9
767422070_transformed,162138,22783.5,3128.77,1.88219,63.9284,1.01811,569.833,7.0,72.0,151.0,421.691,951.271,269.73,0.492789,985.396,1085.42,13.0,0.927132,10461.0,0.520272,54.7036,14663.2
720878801_transformed,162197,21270.1,4993.25,1.73442,79.9687,1.06654,826.517,7.0,38.0,83.0,283.361,549.49,255.71,0.715495,464.222,646.728,12.0,0.790297,5774.0,0.5033,54.0353,9199.25
