neuron_name,neuron_volume,neuron_area,soma_radius,soma_area,soma_volume,soma_va_ratio,neurite_length,avg_stem_length,max_euc_distance,max_path_distance,avg_euc_distance,avg_path_distance,max_contraction,avg_contraction,number_stems,neuron_va_ratio,neurite_volume,neurite_area,neurite_va_ratio,neurite_fraction_V,neurite_fraction_A,neurite_radius_V,neurite_radius_A,neurite_irregularity,soma_neurite_va_ratio,soma_fraction_V,soma_fraction_A
Green2-8-30-12_sec1_Neuron7,5851.5718289999995,10973.640986,8.74094,960.1213835939064,2797.454468903774,2.9136466666666667,2942.3371641833264,588.4674328366652,204.97038176282933,233.95183247448784,89.98831925159406,115.67003877873388,0.9231744928449652,0.7779743155765119,5,0.5332388617839187,3054.1173600962256,10013.519602406093,0.30499938896233536,0.5219311066063008,0.9125065796467358,0.5748065466470061,0.5416446360636128,0.02970296516044699,9.552959029129319,0.4780688933936991,0.08749342035326418
Green3_1-10-13_sec2_Neuron2,6128.606795000001,9875.306272,8.29168,863.9625749192462,2387.900401068805,2.7638933333333333,1889.7635795426688,472.4408948856672,155.63774156675498,194.7780436292481,88.55585294601238,110.93563314155308,0.9194616097258344,0.7982633752404489,4,0.6205991618079509,3740.7063939311956,9011.343697080754,0.41511083359776924,0.6103681503899118,0.9125128324000557,0.7937763170656791,0.7589308571802829,0.022441745915367562,6.658205735992592,0.38963184961008823,0.0874871675999444
Green3_1-29-13_sec2_Neuron2,11302.475924,18267.51237,10.0392,1266.5084059853154,4238.243729789259,3.3464,3421.452259818126,570.2420433030211,274.1561952610227,356.00792808471255,128.92231892118585,152.5811411629987,0.9610674653873452,0.8449426838632782,6,0.6187200367008702,7064.232194210741,17001.003964014686,0.4155185310916523,0.6250163452425808,0.9306688080821968,0.8106853113227749,0.7908319663480198,0.012396584945764242,8.053551766291438,0.37498365475741924,0.06933119191780328
Green3_1-29-13_sec2_Neuron3,13632.453522,13095.286532,12.3667,1921.8412688784147,7922.278139946229,4.122233333333333,1963.9040017215887,490.97600043039716,325.0444439184005,360.1152116922677,133.0985676867455,155.55873921919638,0.9528136442568136,0.8556161380248625,4,1.0410198729663047,5710.175382053771,11173.445263121586,0.5110487631689071,0.41886630112757856,0.8532417550252032,0.9620323136888863,0.9054969303151428,0.030272823601160997,8.06622308949976,0.5811336988724215,0.14675824497479692
Green3_1-29-13_sec2_Neuron4,9508.510512,14164.654703,9.61183,1160.9727496249484,3719.6909013425234,3.2039433333333336,2495.871527580932,499.1743055161864,277.13977434179714,306.60215460803454,116.83371783515736,138.58672062152743,0.9540644017040004,0.8430368891852467,5,0.6712843137634797,5788.819610657478,13003.681953375051,0.4451677326016893,0.6088040396392084,0.9180373419636512,0.859229063209749,0.8292094518504431,0.01777951112317269,7.197159853901719,0.3911959603607917,0.08196265803634878
Green4_1-10-13_sec2_Neuron3,3738.09902,6185.645955,6.9924,614.4158241037982,1432.080402821133,2.3308,1152.3735778189234,288.09339445473086,287.20622991153937,312.077349211076,92.8356169955076,106.90748900210319,0.9406823550030596,0.8683733746069113,4,0.6043182954851156,2306.0186171788673,5571.230130896201,0.41391552009141575,0.616896076011081,0.9006707094823052,0.7981046152358794,0.769445630741428,0.018282657648771947,5.631100760573628,0.3831039239889191,0.09932929051769472
Green4_1-10-13_sec2_Neuron4,2788.255099,5629.073615,5.3839999999999995,364.2671152634296,653.7380495261016,1.7946666666666664,1097.7430885680365,365.914362856012,280.28799938634546,330.4680643278652,87.4151784434467,103.34247926013263,0.9275236869248326,0.8458784719438179,3,0.4953310774920466,2134.5170494738986,5264.806499736571,0.40543124416456733,0.7655386518397966,0.9352882658537716,0.7867278456446618,0.7633115503814731,0.015106903297568735,4.42656231481311,0.23446134816020348,0.06471173414622854
Green4_1-10-13_sec2_Neuron5,4557.589467,8293.650309999999,6.9921,614.3631037808414,1431.8960859820072,2.3307,1597.8661233874009,319.5732246774802,186.07360947873408,220.69150645491266,85.63079502322375,107.65066267129455,0.9315648644754574,0.7954507004261805,5,0.5495275658662295,3125.6933810179926,7679.287206219158,0.40702910271237336,0.6858216176884966,0.9259236788606727,0.789092754253981,0.7648929409061699,0.015572738811676826,5.726126177387829,0.31417838231150347,0.0740763211393273
Orange3_1-29-13_sec3_Neuron4,8534.631479000001,14271.464353,10.1231,1287.7658917678752,4345.3942996517935,3.3743666666666674,3216.5075516593306,643.3015103318661,230.31562235332626,256.8970487270132,113.57136971963841,139.59883919275674,0.9275437758918051,0.8135552585993938,5,0.5980207263878944,4189.237179348208,12983.698461232125,0.3226536099753705,0.4908515604518004,0.9097663799652644,0.6438730544104357,0.6424420762369123,0.0011124631433071103,10.45817112328062,0.5091484395481995,0.09023362003473558
Orange3_3-22-13_sec1_Neuron5,7070.417767,11684.879340000001,8.35817,877.8741569913252,2445.807147580062,2.786056666666667,2145.1003502496114,536.2750875624029,189.2545576729924,221.67069247651887,92.85856613291405,110.89686574750479,0.9250596527190016,0.8373416643202414,4,0.605091209012005,4624.610619419938,10807.005183008676,0.42792712144628064,0.6540788354833204,0.924870926652519,0.8283976206222715,0.8018218330417128,0.016301969358069254,6.5105867962996395,0.3459211645166797,0.07512907334748098
